City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Atar,20.5169,-13.0499,76.98,18,0,11.12,MR,1611860542
Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,18.34,67,0,5.14,CN,1611860542
Puerto Ayora,-0.7393,-90.3518,84.2,70,20,12.66,EC,1611860543
Codrington,-38.2667,141.9667,66.13,91,100,11.52,AU,1611860543
Yar-Sale,66.8333,70.8333,-27.94,85,100,10.09,RU,1611860543
Padang,-0.9492,100.3543,77.0,94,75,3.44,ID,1611860543
Norman Wells,65.282,-126.8329,-29.2,68,20,5.75,CA,1611860543
Ponta Delgada,37.7333,-25.6667,64.0,94,75,14.97,PT,1611860543
Cidreira,-30.1811,-50.2056,76.28,81,100,9.51,BR,1611860544
Naze,28.3667,129.4833,49.59,82,50,23.69,JP,1611860544
Pisco,-13.7,-76.2167,75.99,78,0,10.36,PE,1611860544
Tuatapere,-46.1333,167.6833,48.0,81,98,7.0,NZ,1611860544
Pacific Grove,36.6177,-121.9166,54.0,82,90,9.22,US,1611860545
Lewiston,44.1003,-70.2148,30.2,64,75,11.5,US,1611860545
Caravelas,-17.7125,-39.2481,83.57,61,1,8.88,BR,1611860545
Chacarita,9.9829,-84.7723,78.8,57,20,20.71,CR,1611860421
Ribeira Brava,32.65,-17.0667,60.01,98,42,4.36,PT,1611860546
Narsaq,60.9167,-46.05,46.4,29,75,28.77,GL,1611860546
Avera,33.194,-82.5271,51.8,40,1,8.05,US,1611860546
Ribeira Grande,38.5167,-28.7,64.4,88,75,26.46,PT,1611860546
Bengkulu,-3.8004,102.2655,75.09,90,100,9.57,ID,1611860546
Castro,-24.7911,-50.0119,71.47,90,100,4.76,BR,1611860546
Portland,45.5234,-122.6762,46.0,87,90,10.36,US,1611860317
Cape Town,-33.9258,18.4232,70.0,60,0,10.36,ZA,1611860324
Kahului,20.8947,-156.47,71.6,73,20,14.97,US,1611860547
Sussex,41.1834,-74.6663,28.4,40,1,16.11,US,1611860547
Pochutla,15.7432,-96.4661,88.0,48,75,11.5,MX,1611860547
Geraldton,-28.7667,114.6,69.8,73,0,12.66,AU,1611860548
Noumea,-22.2763,166.4572,80.01,88,0,3.44,NC,1611860548
Sinnamary,5.3833,-52.95,79.93,71,52,8.5,GF,1611860548
Pangody,65.85,74.4859,-29.58,83,100,12.21,RU,1611860548
Souillac,-20.5167,57.5167,77.0,83,40,4.61,MU,1611860549
Yulara,-25.2406,130.9889,84.2,48,100,6.91,AU,1611860549
Kapaa,22.0752,-159.319,73.4,78,75,20.71,US,1611860550
Patan,27.6667,85.3333,44.6,81,20,3.44,NP,1611860550
Morondava,-20.2833,44.2833,82.94,79,100,8.08,MG,1611860550
Chui,-33.6971,-53.4616,79.61,49,83,10.87,UY,1611860550
São João da Barra,-21.6403,-41.0511,89.6,43,0,20.71,BR,1611860550
Nishihara,26.1842,127.7558,57.2,44,90,20.71,JP,1611860551
Ząbkowice Śląskie,50.5897,16.8124,35.01,85,100,2.42,PL,1611860551
Tessalit,20.1986,1.0114,72.68,19,0,11.27,ML,1611860551
Prymors'k,46.7348,36.3443,36.9,79,3,24.34,UA,1611860551
Tasiilaq,65.6145,-37.6368,28.4,86,90,21.85,GL,1611860551
Muros,42.7762,-9.0603,57.99,93,100,7.0,ES,1611860552
Praia,14.9215,-23.5087,77.0,57,0,18.41,CV,1611860552
Bāfq,31.6128,55.4107,57.22,30,100,9.6,IR,1611860552
Bubaque,11.2833,-15.8333,79.09,68,48,15.95,GW,1611860552
Bethel,41.3712,-73.414,28.4,46,1,14.97,US,1611860401
Honjō,36.2333,139.1833,37.0,84,16,10.0,JP,1611860552
Sur,22.5667,59.5289,64.54,58,0,3.47,OM,1611860511
San Quintín,30.4833,-115.95,60.71,53,100,2.3,MX,1611860553
Aksarka,66.5606,67.7975,-26.91,85,100,11.74,RU,1611860553
Namatanai,-3.6667,152.4333,80.31,79,57,6.06,PG,1611860554
Xai-Xai,-25.0519,33.6442,77.13,84,68,15.68,MZ,1611860554
Imeni Poliny Osipenko,52.4201,136.4853,-15.3,89,87,5.1,RU,1611860554
Egvekinot,66.3167,-179.1667,-16.78,85,100,22.5,RU,1611860554
Río Tercero,-32.173,-64.1141,95.22,21,89,5.1,AR,1611860554
Wellington,-41.2866,174.7756,53.6,87,90,23.02,NZ,1611860432
Solenzo,12.1833,-4.0833,82.9,13,0,5.7,BF,1611860555
Lensk,60.7253,114.9278,-38.56,78,99,3.85,RU,1611860555
Quatre Cocos,-20.2078,57.7625,79.0,83,40,4.61,MU,1611860555
Puerto Colombia,10.9878,-74.9547,86.0,62,0,18.41,CO,1611860555
Sirte,31.2089,16.5887,61.39,71,0,17.16,LY,1611860555
Ust'-Ilimsk,58.0006,102.6619,-31.61,83,100,3.71,RU,1611860556
Esperance,-33.8667,121.9,57.2,88,0,4.61,AU,1611860418
Heyang,26.1011,107.473,42.62,70,98,3.02,CN,1611860556
San Cristobal,7.7669,-72.225,86.0,54,40,13.8,VE,1611860556
Oranjemund,-28.55,16.4333,64.44,71,0,21.74,NA,1611860556
Leh,34.1667,77.5833,3.74,62,67,0.27,IN,1611860556
Turaif,31.6725,38.6637,48.2,76,0,5.75,SA,1611860531
Sola,-13.8833,167.55,78.8,94,90,1.7,VU,1611860557
Springdale,36.1867,-94.1288,41.0,56,1,6.91,US,1611860493
Port Blair,11.6667,92.75,78.94,84,0,6.06,IN,1611860557
Vila Franca do Campo,37.7167,-25.4333,64.0,94,75,14.97,PT,1611860557
Alexandria,31.2156,29.9553,57.2,54,40,12.66,EG,1611860485
Saint George,37.1041,-113.5841,50.0,43,1,12.66,US,1611860401
Mogapi,-22.323,27.8349,77.0,73,40,11.5,BW,1611860558
Arraial do Cabo,-22.9661,-42.0278,93.2,48,0,17.27,BR,1611860558
Khani,41.9563,42.9566,46.4,93,90,10.36,GE,1611860558
Luohe,33.5717,114.0353,33.26,74,0,7.07,CN,1611860558
Lorengau,-2.0226,147.2712,81.07,77,94,5.79,PG,1611860559
Jojoima,7.8792,-10.7878,83.28,47,6,2.91,SL,1611860559
Port Hardy,50.6996,-127.4199,41.0,100,20,3.24,CA,1611860452
Gornopravdinsk,60.05,69.9,24.37,97,100,9.8,RU,1611860559
Nouadhibou,20.931,-17.0347,71.83,49,0,15.84,MR,1611860559
Cheney,47.4874,-117.5758,36.0,100,1,5.75,US,1611860559
Kaitangata,-46.2817,169.8464,48.0,82,100,14.0,NZ,1611860560
Borovskoy,53.8,64.15,15.01,94,80,14.2,KZ,1611860560
Frederico Westphalen,-27.3592,-53.3944,75.99,90,100,1.01,BR,1611860444
Umluj,25.0213,37.2685,71.24,58,0,8.19,SA,1611860560
Great Bend,38.3645,-98.7648,33.01,86,1,20.71,US,1611860414
Faanui,-16.4833,-151.75,81.52,68,89,8.34,PF,1611860561
São Domingos,-13.3983,-46.3183,87.96,35,35,3.6,BR,1611860561
Avarua,-21.2078,-159.775,82.4,74,20,12.66,CK,1611860561
San Patricio,28.017,-97.5169,60.8,58,75,8.05,US,1611860561
Kastamonu Province,41.5,33.6667,27.46,92,100,1.59,TR,1611860561
Carnarvon,-24.8667,113.6333,75.2,78,0,17.27,AU,1611860415
Swellendam,-34.0226,20.4417,66.2,55,0,6.91,ZA,1611860562
Almeria,37.1667,-2.3333,64.0,100,20,3.91,ES,1611860562
Antalaha,-14.9003,50.2788,77.86,80,5,1.86,MG,1611860562
Ontario,34.0633,-117.6509,60.8,44,20,5.75,US,1611860426
Smithers,54.7804,-127.1743,6.8,72,1,5.75,CA,1611860562
Aquiraz,-3.9014,-38.3911,86.0,66,0,14.97,BR,1611860563
Taoudenni,22.6783,-3.9836,73.44,21,0,13.87,ML,1611860563
Nanortalik,60.1432,-45.2371,31.62,92,100,6.15,GL,1611860563
Zalţan,32.947,11.8665,60.71,63,0,5.26,LY,1611860563
Nixa,37.0434,-93.2944,37.99,68,0,1.01,US,1611860563
Klyuchi,52.2667,79.1667,20.26,96,100,13.2,RU,1611860563
Chapais,49.7834,-74.8492,-0.4,71,90,8.05,CA,1611860563
Kapit,2.0167,112.9333,72.46,95,99,1.57,MY,1611860564
Butaritari,3.0707,172.7902,80.89,79,90,18.19,KI,1611860564
Zeya,53.75,127.2667,-21.87,84,100,2.06,RU,1611860564
Ratnapura,6.6828,80.3992,74.05,85,9,1.74,LK,1611860470
East London,-33.0153,27.9116,68.0,64,0,5.75,ZA,1611860564
Anadyr,64.75,177.4833,5.0,85,75,8.95,RU,1611860564
Simpang,-1.2667,104.0833,73.85,96,100,3.44,ID,1611860565
Nakamura,32.9833,132.9333,35.94,81,38,15.55,JP,1611860565
Hambantota,6.1241,81.1185,77.0,94,90,2.3,LK,1611860565
Sitka,57.0531,-135.33,26.6,68,40,6.91,US,1611860565
Ballina,-28.8667,153.5667,75.2,73,75,9.22,AU,1611860565
Mbandaka,0.0487,18.2603,76.17,80,100,5.21,CD,1611860566
Severnyy,50.677,36.5532,37.4,93,90,11.18,RU,1611860566
Kontagora,10.3999,5.4695,82.38,15,16,5.08,NG,1611860566
Yambio,4.5721,28.3955,79.59,33,86,2.66,SS,1611860566
Verkhoyansk,67.5447,133.385,-49.38,74,51,1.59,RU,1611860566
Del Rio,29.3627,-100.8968,55.4,41,1,13.8,US,1611860566
Barranca,-10.75,-77.7667,76.33,64,8,11.99,PE,1611860482
Al Bardīyah,31.7561,25.0865,54.7,69,80,17.65,LY,1611860567
Hasaki,35.7333,140.8333,36.0,100,75,2.3,JP,1611860511
São Filipe,14.8961,-24.4956,76.71,59,0,4.76,CV,1611860567
Wake Forest,35.9799,-78.5097,37.0,80,90,9.22,US,1611860399
Ende,-8.8432,121.6623,79.16,80,100,5.73,ID,1611860568
Chernyshevskiy,63.0128,112.4714,-43.58,82,99,3.04,RU,1611860568
Laas,46.6166,10.7002,32.0,100,90,5.75,IT,1611860569
Saurimo,-9.6608,20.3916,66.97,92,99,2.95,AO,1611860569
Ancud,-41.8697,-73.8203,63.0,82,75,6.91,CL,1611860298
Luanda,-8.8368,13.2343,80.6,83,40,5.75,AO,1611860467
Malakal,9.5334,31.6605,85.21,15,0,7.9,SS,1611860570
Ternate,0.8,127.4,79.45,79,100,10.29,ID,1611860570
Thyborøn,56.6985,8.2124,28.0,91,100,4.05,DK,1611860570
Sayyan,15.1718,44.3244,48.45,42,0,4.18,YE,1611860570
Hauterive,46.0901,3.4459,55.4,71,90,2.3,FR,1611860570
Hamilton,39.1834,-84.5333,30.99,54,75,11.5,US,1611860570
Jacqueville,5.2052,-4.4146,84.2,84,20,8.05,CI,1611860571
Tarakan,3.3,117.6333,79.09,82,95,11.3,ID,1611860571
Porto-Novo,6.4965,2.6036,86.0,74,20,12.66,BJ,1611860334
Livingston,55.9029,-3.5226,37.99,100,90,2.3,GB,1611860571
Lüderitz,-26.6481,15.1594,72.86,47,0,26.4,NA,1611860571
Athabasca,54.7169,-113.2854,-2.2,78,45,1.14,CA,1611860380
Makakilo City,21.3469,-158.0858,75.2,64,1,9.22,US,1611860572
Tura,25.5198,90.2201,59.07,62,0,3.22,IN,1611860572
Thinadhoo,0.5333,72.9333,81.64,72,100,11.61,MV,1611860572
Sept-Îles,50.2001,-66.3821,21.99,53,29,4.61,CA,1611860561
Kruisfontein,-34.0033,24.7314,64.99,74,0,1.01,ZA,1611860573
Kormilovka,55.0026,74.1028,23.0,74,100,15.66,RU,1611860573
Vestmanna,62.1564,-7.1664,32.0,69,6,16.11,FO,1611860573
Taltal,-25.4,-70.4833,71.08,60,26,7.47,CL,1611860573
Erzin,36.9559,36.2,55.0,60,100,7.2,TR,1611860573
Bilma,18.6853,12.9164,67.57,22,0,10.31,NE,1611860574
Saldanha,-33.0117,17.9442,68.0,56,0,13.8,ZA,1611860574
Mount Gambier,-37.8333,140.7667,64.4,94,90,5.75,AU,1611860574
Klaksvík,62.2266,-6.589,32.0,69,0,16.11,FO,1611860574
Kiryat Gat,31.61,34.7642,53.01,100,0,1.99,IL,1611860574
Grand-Santi,4.25,-54.3833,83.44,67,72,3.0,GF,1611860575
Cap Malheureux,-19.9842,57.6142,79.0,77,0,1.99,MU,1611860575
Pangnirtung,66.1451,-65.7125,-4.0,77,1,2.3,CA,1611860575
Thompson,55.7435,-97.8558,-11.2,84,75,3.44,CA,1611860575
Sambhal,28.5833,78.55,48.9,49,0,4.79,IN,1611860575
Bathsheba,13.2167,-59.5167,84.2,58,20,21.85,BB,1611860576
Hanna,51.6334,-111.9018,1.99,85,49,3.0,CA,1611860446
Boende,-0.2167,20.8667,73.36,94,99,1.99,CD,1611860576
Arlit,18.7369,7.3853,70.38,23,0,16.26,NE,1611860576
Saint-Pierre,-21.3393,55.4781,78.8,73,20,4.61,RE,1611860577
Clarence Town,-32.5833,151.7833,69.01,94,90,14.97,AU,1611860577
Udachny,66.4167,112.4,-40.95,79,63,4.18,RU,1611860577
Arcata,40.8665,-124.0828,45.0,93,90,5.75,US,1611860577
Hirara,24.8,125.2833,57.9,74,2,32.28,JP,1611860577
Krasnaya Gora,52.9995,31.6023,28.4,93,75,8.95,RU,1611860578
Diamantino,-14.4086,-56.4461,83.79,63,52,1.66,BR,1611860578
Luwuk,-0.9516,122.7875,78.03,68,93,5.46,ID,1611860578
Rafsanjān,30.4067,55.9939,52.34,34,11,3.91,IR,1611860578
Port Lincoln,-34.7333,135.8667,61.45,91,26,4.27,AU,1611860578
Xinyu,27.8043,114.9334,43.29,77,0,3.67,CN,1611860579
Kushiro,42.975,144.3747,25.66,94,100,14.25,JP,1611860579
Port Macquarie,-31.4333,152.9167,69.8,100,75,5.75,AU,1611860579
Santa Cruz del Sur,20.7147,-77.9956,84.72,51,0,5.14,CU,1611860579
Lata,40.1629,-8.3327,59.0,100,73,5.01,PT,1611860579
Waipawa,-41.4122,175.5153,53.6,87,90,23.02,NZ,1611860580
Palmer,42.1584,-72.3287,32.0,55,20,14.97,US,1611860580
Ossora,59.2353,163.0719,1.45,85,100,4.12,RU,1611860580
Evensk,61.95,159.2333,-4.76,85,100,13.4,RU,1611860580
Alekseyevsk,57.8406,108.3492,-30.42,82,93,3.15,RU,1611860580
Winnemucca,40.973,-117.7357,42.8,52,90,17.27,US,1611860581
Pauna,5.6586,-73.9825,75.87,69,75,4.74,CO,1611860581
Samagaltay,50.6022,95.0047,-3.5,87,86,4.56,RU,1611860581
Ulladulla,-35.35,150.4667,64.4,100,90,5.75,AU,1611860581
Huambo,-12.7761,15.7392,66.96,48,100,3.71,AO,1611860581
Mezhdurechensk,53.6942,88.0603,20.98,96,100,6.11,RU,1611860582
Rawson,-43.3002,-65.1023,73.17,23,74,21.09,AR,1611860582
Midland,31.9974,-102.0779,53.01,35,1,13.8,US,1611860539
Guéret,46.1667,1.8667,52.0,93,90,10.36,FR,1611860582
Longyearbyen,78.2186,15.6401,-2.2,55,20,25.32,SJ,1611860504
Conde,-7.2597,-34.9075,84.2,70,40,14.97,BR,1611860583
Harper,4.375,-7.7169,79.23,83,13,5.23,LR,1611860583
Half Moon Bay,37.4636,-122.4286,53.01,87,75,8.05,US,1611860527
Fereydūnkenār,36.6864,52.5225,42.8,93,20,2.3,IR,1611860583
Faranah,10.0404,-10.7434,81.95,15,0,3.15,GN,1611860583
Hīt,33.6416,42.8251,57.36,45,0,9.93,IQ,1611860583
Camacha,33.0833,-16.3333,59.0,100,90,4.61,PT,1611860582
La Asuncion,11.0333,-63.8628,79.95,72,0,12.08,VE,1611860584
Maningrida,-12.0667,134.2667,76.51,89,99,4.29,AU,1611860584
Nambucca Heads,-30.65,153.0,70.0,94,90,4.03,AU,1611860584
Alpoyeca,17.6667,-98.5167,83.25,32,100,14.07,MX,1611860584
Inta,66.0317,60.1659,-24.7,86,76,6.76,RU,1611860585
Clyde River,70.4692,-68.5914,-16.6,83,40,4.61,CA,1611860585
Yeppoon,-23.1333,150.7333,73.4,88,40,5.75,AU,1611860585
Beian,63.6559,9.5683,28.4,69,75,20.71,NO,1611860585
Rāvar,31.2656,56.8055,50.67,37,100,3.24,IR,1611860585
Whitefish,48.4111,-114.3376,32.0,80,1,5.75,US,1611860406
Prince George,53.9166,-122.753,3.99,72,75,3.44,CA,1611860586
Mossamedes,-15.1961,12.1522,74.86,74,100,10.63,AO,1611860586
Alice Springs,-23.7,133.8833,82.4,42,98,5.75,AU,1611860586
Okhotsk,59.3833,143.3,-12.39,78,0,8.1,RU,1611860586
Margate,51.3813,1.3862,51.01,82,100,1.99,GB,1611860587
Osa,57.2829,55.4567,16.92,96,100,6.64,RU,1611860587
Cockburn Town,21.4612,-71.1419,82.4,57,20,8.05,TC,1611860587
Mehamn,71.0357,27.8492,23.0,68,75,16.11,NO,1611860587
Maple Creek,49.9168,-109.4848,21.2,85,40,2.3,CA,1611860522
Östersund,63.1792,14.6357,-0.4,85,75,1.86,SE,1611860587
Kasongo,-4.45,26.6667,67.5,90,100,1.39,CD,1611860417
La Santisima Trinidad,-14.8333,-64.9,81.3,82,90,6.76,BO,1611860588
Ust-Tsilma,65.441,52.1498,-24.21,85,13,4.56,RU,1611860588
Diego de Almagro,-26.3667,-70.05,84.02,17,0,14.45,CL,1611860588
Acaraú,-2.8856,-40.12,85.26,64,100,17.74,BR,1611860460
Solnechnyy,50.7214,136.6319,-15.86,85,38,0.81,RU,1611860589
Ostrovnoy,68.0531,39.5131,1.33,91,96,14.0,RU,1611860589
Camapuã,-19.5314,-54.0439,86.68,56,83,4.85,BR,1611860589
Aykhal,66.0,111.5,-37.01,80,52,5.86,RU,1611860589
Santa Fe,-31.6333,-60.7,95.58,27,0,9.31,AR,1611860589
Mount Isa,-20.7333,139.5,77.0,61,36,3.44,AU,1611860589
Marabu,4.4148,114.0089,77.0,100,40,6.91,MY,1611860590
Aleksandrov Gay,50.147,48.5704,29.5,96,100,13.38,RU,1611860590
Vila Velha,-20.3297,-40.2925,86.0,62,20,18.41,BR,1611860590
Flinders,-34.5833,150.8552,69.01,91,100,1.01,AU,1611860590
Lompoc,34.6391,-120.4579,51.8,87,90,8.05,US,1611860590
Shimoni,-4.6476,39.3817,80.02,82,0,15.1,KE,1611860591
Upernavik,72.7868,-56.1549,-11.45,89,74,10.6,GL,1611860591
Paracuru,-3.41,-39.0306,82.0,74,95,18.99,BR,1611860591
Dunda,-8.1167,34.25,66.92,91,100,3.31,TZ,1611860591
Flin Flon,54.7682,-101.865,-0.4,78,90,11.5,CA,1611860591
Ţahţā,26.7693,31.5021,59.0,44,0,6.91,EG,1611860592
Najrān,17.4924,44.1277,68.0,22,0,4.61,SA,1611860592
Minna,9.6139,6.5569,83.97,14,0,3.0,NG,1611860592
Puerto Carreño,6.189,-67.4859,93.65,36,100,13.73,CO,1611860413
Chegdomyn,51.1167,133.0167,-26.52,84,59,1.21,RU,1611860592
Oddur,4.1213,43.8894,78.84,35,0,12.71,SO,1611860592
Bouar,5.934,15.596,73.36,22,63,5.23,CF,1611860487
Huilong,31.8111,121.655,37.99,55,0,3.0,CN,1611860593
Bayan,46.0833,127.4,-26.72,84,0,5.57,CN,1611860593
Muroto-misakicho,33.2833,134.15,41.38,67,0,24.61,JP,1611860435
Fortuna,40.5982,-124.1573,45.0,93,90,3.76,US,1611860593
Whitehorse,60.7161,-135.0538,-8.0,70,20,23.02,CA,1611860593
Ilulissat,69.2167,-51.1,10.4,48,1,6.91,GL,1611860593
Klášterec nad Ohří,50.3844,13.1713,32.0,100,90,4.61,CZ,1611860594
Lotofaga,-13.9764,-171.8578,82.4,89,90,19.57,WS,1611860594
Houndé,11.5,-3.5167,83.12,13,0,5.66,BF,1611860432
Guerrero Negro,27.9769,-114.0611,67.53,27,0,3.04,MX,1611860594
Iquique,-20.2208,-70.1431,75.2,60,20,11.5,CL,1611860594
Talcahuano,-36.7167,-73.1167,64.4,77,75,12.66,CL,1611860594
Mporokoso,-9.3727,30.125,63.28,91,93,1.77,ZM,1611860595
Fort Nelson,58.8053,-122.7002,-20.2,76,20,4.61,CA,1611860445
Grindavik,63.8424,-22.4338,26.6,74,0,5.75,IS,1611860595
Boueni,-12.9025,45.0761,80.6,83,20,4.61,YT,1611860595
Constitución,-35.3333,-72.4167,66.56,67,100,11.03,CL,1611860595
New York,40.7143,-74.006,34.0,34,1,8.05,US,1611860575
Sovetskiy,61.3614,63.5842,6.04,95,34,3.87,RU,1611860596
Paita,-5.0892,-81.1144,82.4,61,0,11.5,PE,1611860474
Olafsvik,64.8945,-23.7142,29.1,86,55,5.21,IS,1611860596
Amahai,-3.3333,128.9167,81.0,89,100,8.23,ID,1611860596
Boca do Acre,-8.7522,-67.3978,85.3,75,97,0.69,BR,1611860597
Bridlington,54.0831,-0.1919,41.0,90,100,8.01,GB,1611860597
Korla,41.7597,86.1469,21.16,84,0,1.01,CN,1611860597
Shirokiy,49.758,129.523,-29.49,85,7,5.26,RU,1611860597
Kemijärvi,66.7131,27.4306,10.2,95,100,11.92,FI,1611860597
